Kennzeichen,Beispiel
QC,Elektrisches Erdungsobjekt
QC,Erdungsschalter
QM,Steuerobjekt zum Aktivieren/Deaktivieren von Flüssigkeiten in verschlossenen Umschließungen
QM,Schaltobjekt für eingeschlossene Flüssigkeiten
QM,Ablaufhahn
QM,Wasserhahn
QM,Gassperrventil
QM,Flüssigkeitsabsperrventil
QM,Einausklappe
QM,Stopfen
QN,Steuerobjekt zum Variieren des Flüssigkeitsstroms in verschlossenen Umschließungen
QN,Variierobjekt für eingeschlossene Flüssigkeiten
QN,Regelklappe
QN,Gasregelventil
QN,Flüssigkeitsregelventil
QP,Steuerobjekt für Flüssigkeiten in offener Umgebung
QP,Steuerobjekt für offenen Fluss
QP,Dammplatte
QP,Flüssigkeitsdurchgang
QP,Schleusentor
QP,Stringer
QP,Stopfen
QP,Ruder
QP,Grenzschichtzaun Tragflügel
QP,Turbulator
QP,Wirbelerzeuger
QQ,Steuerobjekt für einen Raum
QQ,Raumzugangsobjekt
QQ,Tür
QQ,Notluke
QQ,Tor
QQ,Luke
QQ,große Tür
QQ,Riegel zum Öffnen
QQ,Vorlegerblock
QQ,Fenster
QQ,Fenstereinheit
QR,Steuerobjekt für feste Substanzen
QR,Variierobjekt für feste Substanzen
QR,Dosierer
QR,Klappenventil
QR,Irisventil
QR,Luftschleusendrehventil
QS,Steuerobjekt für mechanische Bewegung
QS,Objekt zur Steuerung mechanischer Bewegungen
QS,Verriegelung
QS,Schloss
QS,Eisenbahnweiche
QS,Schienenweiche
QZ,Steuerobjekt in elektrischen Kreisen durch Verwenden verschiedener Maßnahmen
QZ,Mehrfachsteuerobjekt
QZ,Erdungs und Trennschalter
RA,Begrenzungsobjekt durch Einschränken des elektrischen Energieflusses
RA,Elektrizitätsbegrenzungsobjekt
RA,Diode
RA,Begrenzer
RA,Reaktor
RA,Widerstand
RA,Serienreaktor
RB,Begrenzungsobjekt durch Stabilisation eines elektrischen Energieflusses
RB,Elektrizitätsstabilisierungsobjekt
RB,Phasenkompensator
RB,Leistungausgleicher
RB,Leistungsfaktorkorrektursystem
RB,Leistungsfaktorkorrektureinheit
RB,Leistungsfilter
RB,unterbrechungsfreie Stromversorgung
RB,Usv
RB,Spannungskompensator
RF,Begrenzungsobjekt zur Stabilisierung eines Signals
RF,Signalstabilisierungsobjekt
RF,Ferrit
RF,Signalausgleicher
RF,Signalfilter
RL,Begrenzungsobjekt zur Begrenzung von Bewegung
RL,Bewegungsbegrenzungsobjekt
RL,Bremse
RL,Türkette
RL,Ankerschiene
RL,Gummitülle
RL,Sicherheitskette
RL,Stoßdämpfer
RL,Bodenschwelle
RM,Begrenzungsobjekt zur Begrenzung des Rückflusses von Stoffen
RM,Rückflussbegrenzungsobjekt
RM,Klappe
RM,Drosselklappe
RM,Rückschlagventil
RM,Geruchsverschluss
RN,Begrenzungsobjekt zur Begrenzung des geführten Rückflusses von Stoffen
RN,Durchflussbegrenzer
RN,Einstellbare Düse
RN,Lufteinlass
RN,Luftauslass
RN,Diffusor
RN,Absperrhahn
RN,feste Düse
RN,Messblende
RN,Regelklappe
RN,Regelventil
RN,Dusche
RN,Duschkopf
RN,Regelventil für Feststoffe
RN,Lüftungseinlass
RN,Lüftungsauslass
RQ,Begrenzungsobjekt für die lokale Umgebung
RQ,Lokales klimastabilisierungsobjekt
RQ,Ausmauerung
RQ,Klimamembran
RQ,Vorhang
RQ,Isolierung
RQ,Jalousien
RQ,Membran
RQ,Lärmschutzwand
RQ,Lärmschutz
RQ,Blende
RQ,Sichtschutzwand
RQ,Rollladen
RQ,Schallwand
RQ,Unkrautbekämpfungsvlies
RU,Begrenzungsobjekt zur Zutrittsbegrenzung
RU,Zutrittsbegrenzungsobjekt
RU,Riegel
RU,Vogelnetz
RU,Absperrpfosten
RU,Zutrittsverwaltungsgerät
RU,Zaun
RU,Torvorrichtung
RU,Einwegetür
RU,Nagerschutz
RU,Rattenschutzgerät
RU,Viehschutz
RU,Ticketdurchgang
SF,Objekt zur menschlichen Interaktion durch Fokussieren mit dem Auge
SF,Gesichtsinteraktionsobjekt
SF,Augenbetätigung für Positionierungsvorgänge
SF,Augenfokuslesegerät
SG,Objekt zur menschlichen Interaktion durch Handbetätigung
SG,Handinteraktionsobjekt
SG,Aktivierungsgerät mit 2 oder 3 Stellungen
SG,Notseilzug
SG,Notfallknopf
SG,Handgriff
SG,Schlüssel
SG,Schlüsselschalter
SG,Hebelgriff
SG,mechanischer Hebel
SG,Potentiometer
SG,Zughebel
SG,Druckhebel
SG,Drehschalter
SG,Drehhebel
SG,Zweihandsteuerung
SH,Objekt zur menschlichen Interaktion durch Fußbetätigung
SH,Fußinteraktionsobjekt
SH,Aktivierungsgerät mit 2 oder 3 Stellungen
SH,Pedalschalter
SJ,Objekt zur menschlichen Interaktion durch Fingerbetätigung
SJ,Fingerinteraktionsobjekt
SJ,Schalter mit zwei Stellungen
SJ,Kippschalter
SJ,Niederhalter
SJ,Tastatur
SJ,Druckknopf
SJ,Druckschalter
SJ,Druckbetätiger
SJ,Touchpad
SJ,Drehrad
SK,Objekt zur menschlichen Interaktion durch Bewegen oder Positionieren
SK,Bewegungsinteraktionsobjekt
SK,Joystick
SK,Maus
SK,Lichtstift
SK,Kugelmaus
SZ,"Objekt zur menschlichen Interaktion durch mehrere, verschiedenartige Interaktionsmittel"
SZ,Mehrfachinteraktionsgerät
SZ,Gamepad
SZ,Gamecontroller
SZ,Joypad
SZ,Bedienfeld
TA,Transformierobjekt für elektrische Energie bei Beibehaltung von Wechsel oder Gleichstrom
TA,Stromtransformierendes Objekt
TA,Gleichstrom/gleichstromwandler
TA,Frequenzwandler
TA,Trenntransformator
TA,Phasenschieber
TA,Kraftantrieb
TA,Transformator
TB,Transformierobjekt für elektrische Energie mit Änderung zwischen Wechsel und Gleichstrom
TB,Stromkonvertierungsobjekt
TB,Bidirektionaler Wandler
TB,Wandler
TB,Stromversorgung
TB,Stromrichter
TC,Transformierobjekt für elektrische Energie von Wechsel und Gleichstrom zu Wechseloder Gleichstrom
TC,Universelle Stromversorgung
TC,Stromversorgung
TC,universelle Wechselstromversorgung
TC,universelle Gleichstromversorgung
TF,Transformierobjekt für Signale
TF,Signalkonvertierungsobjekt
TF,Antenne
TF,Verstärker
TF,Handy
TF,induktive Signalantenne
TF,Irdiode
TF,Irsender
TF,Mobiltelefon
TF,optischer Empfänger/Messwertgeber
TF,Optokoppler
TF,Oszillator
TF,Telefon
TF,Rfsignalantenne
TF,Signalantenne
TF,Signalwandler
TF,Umformer
TL,Transformierobjekt für mechanische Energie
TL,Objekt zum Transformieren von mechanischer Energie
TL,Automatikgetriebe
TL,Regelkupplung
TL,Schaltgetriebe
TL,Getriebe
TL,Hebel
TL,Drehzahlwandler
TL,Drehmomentwandler
TM,Transformierobjekt für Materie durch Massereduktion
TM,Massereduktionsobjekt
TM,Bohrmaschine
TM,Bohrer
TM,Elektronenentladungs Sägemaschine
TM,Ätzmaschine
TM,Gasschneidemaschine
TM,Schleifmaschine
TM,chemisches Eintauchgerät
TM,Plasmabogen Schneidemaschine
TM,Stanzmaschine
TM,Säge
TM,chemisches Sprühgerät
TM,Thermische Trennvorrichtung
TM,Drehmaschine
TP,Transformierobjekt für Materie durch Formänderung
TP,Materieumformungsobjekt
TP,Biegemaschine
TP,Kaltschmiedemaschine
TP,Rändelmaschine
TP,elektrohydraulische Umformmaschine
TP,elektromagnetischeumformmaschine
TP,Explosionsumformmaschine
TP,Extruder
TP,Schmiedemaschine
TP,Heißschmiedemaschine
TP,Bördelmaschine
TP,Walzmaschine
TP,Verschließmaschine
TP,Blechwalze
TP,Schermaschine
TP,Gewindeerzeugungsmaschine
TP,Rohrziehmaschine
TP,Drahtziehmaschine
TR,Transformierobjekt für Strahlung durch Photosynthese
TR,Pflanze
TR,Busch
TR,Ranker
TR,Blume
TR,Gras
TR,Kraut
TR,Strauch
TR,Baum
TR,Gemüsepflanze
UA,Halteobjekt fixiert in einer bestimmten Position
UA,Positionierobjekt
UA,Latte
UA,Fahrradständer
UA,Kabelzugang
UA,Kabeleingang
UA,Kabelführung
UA,Spannfutter
UA,Klemme
UA,Anschlag
UA,Spalier
UA,Flansch
UA,Isolator
UA,Backe
UA,Drehfutter
UA,Gitter
UA,Leuchtkörper
UA,Leuchte
UA,Schienenmessgerät
UA,Einsatz
UA,Treppenbalken
UA,Balken
UA,Spurmessgerät
UA,Fahrzeugständer
UB,Halteobjekt trägt
UB,Trageobjekt
UB,Kabelkanal
UB,Kabelleiter
UB,Kabelgestell
UB,Kabeltrasse
UB,Laufsteg
UB,Kabelführung
UB,Kabelrohr
UB,Leitungsmast
UB,Gerätestützstruktur
UB,Bügel
UB,Aufhängevorrichtung
UB,Mast
UB,Operationstisch
UB,Plattform
UB,Stange
UB,Portal
UB,Pfosten
UB,Sprosse
UB,Stufe
UB,Gurt
UB,Fernleitungsmast
UB,Halteklammer
UB,Tisch
UB,Tritt
UC,Halteobjekt formt eine Stützstruktur
UC,Umschließobjekt
UC,Schrank
UC,Abzugshaube
UC,Kabine
UC,Schaltschrank
UC,elektrischeschalttafel
UC,Pflanzenerde
UC,Schlauchtrommelkasten
UC,Sensorgehäuse
UC,Sicherheitsschrank
UC,Wartungskammer
UC,Servergestell
UC,Untergestell
UL,Halteobjekt fixiert in einer bestimmten Position
UL,Strukturstützobjekt
UL,Stützpfeiler
UL,Aggregatunterplatte
UL,Bogen
UL,Baluster
UL,Basismaterial
UL,Tragschicht
UL,Basisschicht
UL,Balken
UL,Trägerplatte
UL,Bilgenplatte
UL,Verbindungsschicht
UL,Block
UL,Ziegelstein
UL,Brückendeck
UL,Brückenpylon
UL,Gebäudefundament
UL,Stützpfeiler
UL,Stützmauer
UL,Säule
UL,Druckelement
UL,Betonplatte
UL,Betonelement
UL,Konsole
UL,Kragstein
UL,Widerlager
UL,Deck
UL,Dom
UL,Erdanker
UL,Gegenwand
UL,Bodenplatte
UL,Fundamentbalken
UL,Fundamentblock
UL,Fundamentsäule
UL,Fundamentplatte
UL,Fundamentwand
UL,Schwergewichtsmauer
UL,Bodenverankerung
UL,Lochdeck
UL,Rumpfplatte
UL,Lamelle
UL,tragende Wand
UL,Maschinenfundament
UL,Pfahl
UL,Pfeiler
UL,Rohrbrücke
UL,Platte
UL,Sockel
UL,Druckverteiler
UL,Wandhalteplatte
UL,Felsanker
UL,Seil
UL,Spundwand
UL,Rohblock
UL,Rohplatte
UL,Stein
UL,tragende Schale
UL,Strebe
UL,Auflagekeil
UL,Zugstrebe
UL,Zuganker
UL,Gewölbe
UL,Wand
UL,Wandplatte
UM,Halteobjekt verstärkt
UM,Verstärkungsobjekt
UM,Betoneinspritzung
UM,Betonauskleidung
UM,Betonspritzen
UM,Diagonalverbindung
UM,Erdeinbettung
UM,horizontale Schiene
UM,Kalksäule
UM,Bürgersteigverstärkung
UM,Stahlverstärkungen
UM,Verstärkungsbalken
UM,verstärkte Masseschicht
UM,Verstärkungsmaterial
UM,Verstärkungsmatte
UM,Verstärkungspfeiler
UM,Sicherheitsschließblech
UM,Vertikaldrän
UM,Spleißung
UM,Spleißplatte
UM,Stabilisierkabel
UM,Versteifung
UN,Halteobjekt fixiert in einer bestimmten Position
UN,Umrahmungsobjekt
UN,Türrahmen
UN,fester Rahmen
UN,Fenstersprosse
UN,Fenstersprossenrahmen
UN,beweglicher Rahmen
UN,Türschwelle
UN,Fensterrahmen
UN,Fensterscheibenrahmen
UP,Halteobjekt verbindet
UP,Fugenobjekt
UP,Kugellager
UP,Lager
UP,Zement
UP,chemische Verbindung
UP,Scharnier
UP,Rollenlager
UP,Schiebeelement
UP,Strukturverbindung
UQ,Halteobjekt macht fest
UQ,Befestigungsobjekt
UQ,Ankerplatte
UQ,Bolzen
UQ,chemische Bindung
UQ,elastische Lagerung
UQ,Dehnungsfuge
UQ,Bewegungsfuge
UQ,Befestigungsschelle
UQ,Nagel
UQ,Mutter
UQ,Schienenbefestigung
UQ,Niete
UQ,Schraube
UT,"Halteobjekt trägt durch Angleichen, Auffüllen"
UT,Ausgleichungsobjekt
UT,Baugrube
UT,Füllen
UT,Unterbau
UU,Halteobjekt trägt durch bestehenden Grund und Boden
UU,Vorhandener Boden
UU,Bindiger Boden
UU,Füllmaterial
UU,Reibboden
UU,organischer Boden
UU,Stein
WB,Leitobjekt für elektrische Hochspannungsenergie
WB,Hochspannungsenergie Leitobjekt
WB,Hochspannungs Sammelschiene
WB,Hochspannungsdurchführung
WB,Hochspannungskabel
WB,Hochspannungsdraht
WD,Leitobjekt für elektrische Niederspannungsenergie
WD,Niederspannungsenergie Leitobjekt
WD,Niederspannungs Sammelschiene
WD,Niederspannungsdurchführung
WD,Niederspannungskabel
WD,Niederspannungsdraht
WE,Leitobjekt für ein Referenzpotential
WE,Referenzpotential Leitobjekt
WE,Erdungskabel
WE,Erdungsschiene
WE,Potentialausgleichskabel
WE,Potentialausgleichsschiene
WG,Leitobjekt für elektrische Signale
WG,Elektrisches Signalleitobjekt
WG,Steuerkabel
WG,Datenbus
WG,Datenkabel
WG,Durchführung für elektrischeSignale
WH,Leitobjekt für Licht
WH,Lichtleitobjekt
WH,Glasfaserkabel
WH,Linse
WH,Lichtreflektor
WH,Spiegel
WH,optisches Lichtwellenleiterkabel
WH,optischer Lichtleiter
WH,optischer Wellenleiter
WJ,Leitobjekt für Schall
WJ,Schallleitobjekt
WJ,Schallreflektor
WL,Leitobjekt von festen Stoffen in offener Umschließung
WL,Feststoffleitobjekt
WL,Rinne
WL,geneigte Ebene
WL,Rollentisch
WL,Rohrkettenförderer
WM,Leitobjekt für Flüssigkeitsdurchfluss in offener Umschließung
WM,Leitobjekt in offener Umschließung
WM,Belüftungsschicht
WM,Belüftungsrohr
WM,Belüftungsschacht
WM,Ablassschicht
WM,Ablassrohr
WM,Flüssigkeitsablassblech
WM,Wassernase
WM,Regenrinne
WM,Regentraufe
WM,Rinne
WM,Tropfrinne
WM,Versickerungskammer
WM,Versickerungsebene
WM,Versickerungsrohr
WM,Radonschacht
WM,Dachrinne
WP,Leitobjekt für Feststofffluss in geschlossener Umschließung
WP,Leitobjekt in geschlossener Umschließung
WP,Schlot
WP,Kanal
WP,Schlauch
WP,Rohr
WQ,Leitobjekt für mechanische Energie
WQ,Objekt zum Leiten von mechanischer Energie
WQ,Achse
WQ,Kette
WQ,Zahnrad
WQ,Antriebsachse
WQ,Antriebsriemen
WQ,Antriebskette
WQ,Antriebsverbindung
WQ,Getrieberad
WQ,Hydraulikschlauch
WQ,Hydraulikrohr
WQ,bewegliche Leitung
WQ,Pneumatikschlauch
WQ,Pneumatikrohr
WQ,Zahnstange
WQ,V Riemen
WQ,Rad
WR,Leitobjekt für gleisgebundene Objekte
WR,Gleisobjekt
WR,Gleisbahn
WR,Schiene
WR,Gleisübergang
WV,Leitobjekt für Wärmeenergie
WV,Objekt zum Leiten von Wärmeenergie
WV,Wärmesenke
WV,Wärmeleiter
WV,Wärmepaste
WZ,Leitobjekt mit mehreren Flussarten
WZ,Mehrfachflussleitobjekt
WZ,Versorgungsleitung
WZ,Versorgungsleitungskabel
XB,Schnittstellenobjekt für Hochspannungsstrom
XB,Hochspannungsverbindungsobjekt
XB,Klemme
XB,Kabelkopf
XB,Hochspannungskabelverbindung
XB,Hochspannungsstecker
XB,Hochspannungssteckdose
XB,Hochspannungsklemme
XB,Hochspannungsanschlusskasten
XB,Anschlussverteiler
XD,Schnittstellenobjekt für Niederspannungsstrom
XD,Niederspannungsverbindungsobjekt
XD,Elektrischer Anschlusskasten
XD,Niederspannungskabelverbindung
XD,Niederspannungsstecker
XD,Niederspannungssteckdose
XD,Niederspannungsklemme
XD,Stecker
XD,Stromverteiler
XD,Netzsteckdose
XD,Anschlussklemme
XD,Anschlusskasten
XE,Schnittstellenobjekt für Erd oder Bezugspotential
XE,Potentialverbindungsobjekt
XE,Stromabnehmer
XE,Erdungselektrode
XE,Fbanschlusspunkt
XE,Feanschlusspunkt
XE,Funktionsverbindungsanschlusspunkt
XE,Funktionserdungsanschlusspunkt
XE,Pbanschlusspunkt
XE,Peanschlusspunkt
XE,Schutzverbindungsanschlusspunkt
XE,Schutzleiteranschlusspunkt
XE,Schutzerdungsleiteranschlusspunkt
XG,Schnittstellenobjekt für elektrische Signale
XG,Elektrisches signalverbindungsobjekt
XG,Anschlussverteiler
XG,Rangierfeld
XG,Signalverteiler
XG,Signalsteckdose
XG,Klemme
XH,Schnittstellenobjekt für optische Fasern
XH,Lichtverbindungsobjekt
XH,Feste Lichtfasersteckdose
XH,optischer Stecker
XH,optische Steckdose
XK,Schnittstellenobjekt zum Ansammeln und Weiterleiten in einen Durchfluss
XK,Sammelschnittstellenobjekt
XK,Bidet
XK,Tropfbecher
XK,Bodenablauf
XK,Waschbecken
XK,Toilette
XK,Urinal
XK,Wc
XM,Schnittstellenobjekt für Materialfluss in versiegeltem Objekt
XM,Versiegeltes durchflussverbindungsobjekt
XM,Kammer
XM,Löschschlauchkupplung
XM,Klebverbindung
XM,Schlauchkupplung
XM,Schlauchanschlussstück
XM,Schlauchflansch
XM,Rohrkupplung
XM,Rohranschlussstück
XM,Rohrflansch
XM,Druckverbindung
XM,Hülse
XM,Lötanschlussstück
XN,Schnittstellenobjekt für kontinuierliche Übertragung von mechanischer Kraft
XN,Fest angeschlossener Koppler
XN,Schalenkupplung
XN,Pufferundkettenkupplung
XN,Kardangelenk
XN,Linienundbolzenkupplung
XN,Flanschkoppler
XN,flexible Kupplung
XN,Hardyspicergelenk
XN,Hirth Koppler
XN,Hirth Kupplung
XN,Hirth Gelenk
XN,Hooke Gelenk
XN,Hülsenkupplung
XN,geteilte Muffenkupplung
XN,U Gelenk
XN,Universalkupplung
XP,Schnittstellenobjekt für ununterbrochene Übertragung von mechanischer Kraft
XP,Nicht fest angeschlossener Koppler
XP,Fliehkraftkupplung
XP,Flüssigkeitskupplung
XP,Freilaufschaltung
XP,Reibkupplung
XP,Hydraulikkupplung
XP,Magnetkopfhubvorrichtung
XP,Magnethub
XP,Freilaufkupplung
XS,Schnittstellenobjekt zur Verbindung mehrerer Ebenen
XS,Ebenenverbindungsobjekt
XS,Feuerwehrrutschstange
XS,Treppenlauf
XS,Laufsteg
XS,Leiter
XS,Treppenabsatz
XS,Rampe
XT,Schnittstellenobjekt zum Verbinden von Räumen
XT,Raumverbindungsobjekt
XT,Schalung
XT,Hohlraum
XT,Loch
XT,Öffnung
XZ,Schnittstellenobjekt mit mehreren Flussarten
XZ,Mehrfachflussverbindungsobjekt
XZ,Mehrfachverbinder
BA,Erkennungsobjekt für elektrisches Potential
BA,Objekt zur Erkennung von elektrischem Potential
BAA,"Objekt zur Erkennung von elektrischem Potential, mit Skalarausgang"
BAA,Spannungswandler
BAA,Kopplungskondensator
BAA,Spannungswandler fürMesszwecke
BAB,"Objekt zur Erkennung von elektrischem Potential, mit Booleschem Ausgang"
BAB,Spannungsrelais
BAB,Messspannungsrelais
BB,Erkennungsobjekt für Widerstand oder Leitfähigkeit
BB,Objekt zur Erkennung von Widerstand
BBA,"Widerstanderkennungsobjekt für elektrischen Stromfluss, mit Skalarausgang"
BBA,Messgerät für elektrischen Widerstand
BBB,"Widerstanderkennungsobjekt für elektrischen Stromfluss, mit Booleschem Ausgang"
BBB,Detektor für elektrischen Widerstand
BBC,"Widerstanderkennungsobjekt für Wärmefluss, mit Skalarausgang"
BBC,Messgerät für thermischen Widerstand
BBD,"Widerstanderkennungsobjekt für Wärmefluss, mit Booleschem Ausgang"
BBD,Detektor für thermischen Widerstand
BC,Erkennungsobjekt für elektrischen Strom
BC,Objekt zur Erkennung von elektrischem Strom
BCA,"Objekt zur Erkennung von elektrischem Strom, mit Skalarausgang"
BCA,Stromwandler
BCA,Messstromwandler
BCB,"Objekt zur Erkennung von elektrischem Strom, mit Booleschem Ausgang"
BCB,Stromrelais
BCB,elektronisches Überlastrelais
BCB,Messstromrelais
BCB,Überlastrelais
BD,Erkennungsobjekt für Dichte
BD,Dichteerkennungsobjekt
BDA,"Dichteerkennungsobjekt, mit Skalarausgang"
BDA,Dichtemesswertgeber
BDA,Senkwaage
BDA,Dichtesensor
BDA,Hydrometer
BDB,"Dichteerkennungsobjekt, mit Booleschem Ausgang"
BDB,Dichteschalter
BDB,Dichtesensor
BE,Erkennungsobjekt für Spannungsfeld
BE,Spannungsfelderkennungsobjekt
BEA,"Felderkennungsobjekt für elektrische Felder, mit Skalarausgang"
BEA,Elektrischer Feldsensor
BEB,"Felderkennungsobjekt für elektrische Felder, mit Booleschem Ausgang"
BEB,Elektrischer Felddetektor
BEC,"Felderkennungsobjekt für Magnetfelder, mit Skalarausgang"
BEC,Magnetfeldsensor
BED,"Felderkennungsobjekt für Magnetfelder, mit Booleschem Ausgang"
BED,Magnetfelddetektor
BED,Reedrelais
BED,Reedschalter
BF,Erkennungsobjekt für Durchfluss
BF,Durchflusserkennungsobjekt
BFA,"Durchflusserkennungsobjekt, mit Skalarausgang"
BFA,Durchflussmesswertgeber
BFA,Durchflusssensor
BFA,Gasflusssensor
BFA,Flüssigkeitsflusssensor
BFA,Feststoffflusssensor
BFA,Wasserflusssensor
BFB,"Durchflusserkennungsobjekt, mit Booleschem Ausgang"
BFB,Durchflussschalter
BFB,Gasflussschalter
BFB,Feststoffflussschalter
BG,Erkennungsobjekt für räumliche Dimension und Position
BG,Objekt zur Erkennung von physikalischen Dimensionen
BGA,"Objekt zur Erkennung physikalischer Dimensionen der Position, mit Skalarausgang"
BGA,Positionsmesswertgeber
BGA,Positionssensor
BGA,Präsenzdetektor
BGA,Radar
BGA,Windrichtungssensor
BGB,"Objekt zur Erkennung physikalischer Dimensionen der Position, mit Booleschem Ausgang"
BGB,Positionsschalter
BGB,Bewegungsdetektor
BGB,Bewegungssensor PIR
BGB,Positionssensor
BGB,Präsenzdetektor
BGC,"Objekt zur Erkennung physikalischer Dimensionen für Längen, mit Skalarausgang"
BGC,Distanzmesswertgeber
BGC,Laserdistanzsensor
BGC,Positionssensor
BGC,Sichtbarkeitssensor
BGD,"Objekt zur Erkennung physikalischer Dimensionen für Längen, mit Booleschem Ausgang"
BGD,Distanzschalter
BGD,Laserdistanzsensor
BGD,Laserdistanzerkennungsschalter
BGD,Bewegungsdetektor
BGD,Bewegungssensor PIR
BGD,Positionssensor
BGD,Präsenzdetektor
BGD,Sichtbarkeitsdetektor
BGE,"Objekt zur Erkennung physikalischer Dimensionen für Winkel oder Richtungen, mit Skalarausgang"
BGE,Winkelmesswertgeber
BGE,Ausrichtungssensor
BGE,Anschlag
BGE,Positionssensor
BGE,Positionsmesswertgeber
BGE,Drehgeber
BGE,Anzeigeeinrichtung
BGE,Windrichtungsanzeige
BGF,"Objekt zur Erkennung physikalischer Dimensionen für Winkel oder Richtungen, mit Booleschem Ausgang"
BGF,Winkelschalter
BGF,Ausrichtungsschwellendetektor
BGF,Bewegungsdetektor
BGF,Bewegungssensor PIR
BGF,Positionssensor
BGF,Präsenzdetektor
BGF,Radar
BGG,Objekt zur Erkennung physikalischer Dimensionen für physikalische Objekte
BGG,Objektscanner
BGG,2dscanner
BGG,3dscanner
BGG,Koordinatenscanner
BGG,Laserscanner
BH,Erkennungsobjekt für Energie
BH,Energieerkennungsobjekt
BHA,Energieerkennungsobjekt für Durchflüsse mit einer definierten Energiedichte
BHA,Durchflussenergiemessgerät
BHA,Kühlungsengergiemessgerät
BHA,Energiezähler
BHA,Energiesensor
BHA,Gasenergiezähler
BHB,Energieerkennungsobjekt für thermische Durchflüsse mit einer definierten Wärmekapazität
BHB,Wärmeenergiemessgerät
BHB,Kondensatsensor
BHB,Energiekühlungsmessgerät
BHB,Energiezähler
BHB,Energiesensor
BHC,Energieerkennungsobjekt für Stromflüsse
BHC,Stromflussmessgerät
BHC,kwhsensor
BJ,Erkennungsobjekt für Leistung
BJ,Leistungserkennungsobjekt
BJA,"Leistungserkennungsobjekt, mit Skalarausgang"
BJA,Leistungsmessgerät
BJA,kwzähler
BJB,"Leistungserkennungsobjekt, mit Booleschem Ausgang"
BJB,Leistungsbegrenzungsschalter
BK,Erkennungsobjekt für Zeit
BK,Zeiterkennungsobjekt
BKA,"Zeiterkennungsobjekt, mit Skalarausgang"
BKA,Zeitmessgerät
BKA,Uhr
BKA,Zeitinformationsgerät
BKB,"Zeiterkennungsobjekt, mit Booleschem Ausgang"
BKB,Zeitschalter
BKB,Zeitzähler
BL,Erkennungsobjekt für Füllstand
BL,Füllstandserkennungsobjekt
BLA,"Füllstandserkennungsobjekt, mit Skalarausgang"
BLA,Füllstandsmesswertgeber
BLA,Füllstandsensor
BLA,Flüssigkeitsstandsensor
BLB,"Füllstandserkennungsobjekt, mit Booleschem Ausgang"
BLB,Füllstandschalter
BLB,Flüssigkeitsstandschalter
BM,Erkennungsobjekt für Feuchte
BM,Feuchteerkennungsobjekt
BMA,"Feuchteerkennungsobjekt, mit Skalarausgang"
BMA,Feuchtemesswertgeber
BMA,Feuchtemessfühler
BMB,"Feuchteerkennungsobjekt, mit Booleschem Ausgang"
BMB,Feuchteschalter
BMB,Feuchtemessfühler
BP,Erkennungsobjekt für Druck
BP,Druckerkennungsobjekt
BPA,"Druckerkennungsobjekt, das einen Anschluss zur Erkennung des absoluten Drucks verwendet, mit Skalarausgang"
BPA,Absolutdruckmesswertgeber
BPA,Absolutdrucksensor
BPA,Manometer
BPA,Druckwächter
BPA,Drucksensor
BPA,Druckaufnehmer
BPB,"Druckerkennungsobjekt, das einen Anschluss zur Erkennung des absoluten Drucks verwendet, mit Booleschem Ausgang"
BPB,Absolutdruckschalter
BPB,Druckschalter
BPC,"Druckerkennungsobjekt, das zwei Anschlüsse zur Erkennung des Differenzdrucks verwendet, mit Skalarausgang"
BPC,Differenzdruckmesswertgeber
BPC,Differentialdrucksensor
BPC,Drucksensor
BPC,Relativdrucksensor
BPD,"Druckerkennungsobjekt, das zwei Anschlüsse zur Erkennung des Differenzdrucks verwendet, mit Booleschem Ausgang"
BPD,Differenzdruckschalter
BPD,Drucksensor
BPD,Druckschalter
BPD,Relativdrucksensor
BPD,Relativdruckschalter
BQ,Erkennungsobjekt für Substanzkonzentration
BQ,Konzentrationserkennungsobjekt
BQA,"Konzentrationserkennungsobjekt für Gas, mit Skalarausgang"
BQA,Gaskonzentrationsmessgerät
BQA,Cokonzentrationssensor
BQA,CO_{2} Konzentrationssensor
BQA,Konzentrationssensor
BQA,NH_{3} Konzentrationssensor
BQB,"Konzentrationserkennungsobjekt für Gas, mit Booleschem Ausgang"
BQB,Gaskonzentrationsdetektor
BQB,Konzentrationserkennungsschalter
BQC,"Konzentrationserkennungsobjekt für Flüssigkeiten, mit Skalarausgang"
BQC,Flüssigkeitskonzentrationsmessgerät
BQC,Konzentrationssensor
BQC,Nebelsensor
BQC,Benzinkonzentrationssensor
BQC,Sichtbarkeitssensor
BQD,"Konzentrationserkennungsobjekt für Flüssigkeiten, mit Booleschem Ausgang"
BQD,Flüssigkeitskonzentrationsdetektor
BQD,Konzentrationserkennungsschalter
BQD,Nebeldetektor
BQD,Sichtbarkeitsdetektor
BQE,"Konzentrationserkennungsobjekt für Feststoffe, mit Skalarausgang"
BQE,Feststoffkonzentrationsmessgerät
BQE,Konzentrationssensor
BQE,Rauchsensor
BQE,Trübungssensor
BQE,Sichtbarkeitssensor
BQF,"Konzentrationserkennungsobjekt für Feststoffe, mit Booleschem Ausgang"
BQF,Feststoffkonzentrationsdetektor
BQF,Konzentrationserkennungsschalter
BQF,Rauchmelder
BQF,Rauchschalter
BQF,Trübungsdetektor
BQF,Sichtbarkeitsdetektor
BR,Erkennungsobjekt für Strahlung
BR,Strahlungserkennungsobjekt
BRA,"Strahlungserkennungsobjekt für sichtbare elektromagnetische Wellen, mit Skalarausgang"
